paper_id	title	artifact_url	artifact_url_valid	url_location	url_format
ICSE-2017-22	On cross-stack configuration errors.	http://mcis.polymtl.ca/˜msayagh/icse2017/DataSet/index.html	False	i	r
ICSE-2017-23	Efficient detection of thread safety violations via coverage-guided generation of concurrent tests.	https://github.com/michaelpradel/ConTeGe/tree/CovCon	True	o	f
ICSE-2017-24	RClassify: classifying race conditions in web applications via deterministic replay.				
ICSE-2017-25	Repairing event race errors by controlling nondeterminism.	https://github.com/cs-au-dk/EventRaceCommander	True	o	s
ICSE-2017-26	Making malory behave maliciously: targeted fuzzing of android execution environments.	https://github.com/srasthofer/FuzzDroid	True	i	s
ICSE-2017-27	A SEALANT for inter-app security holes in android.	http://softarch.usc.edu/sealant/	False	o	t
ICSE-2017-28	An efficient, robust, and scalable approach for analyzing interacting android apps.	http://cse.unl.edu/∼ytsutano/jitana/	False	o	f
ICSE-2017-29	LibD: scalable and precise third-party library detection in android markets.	https://github.com/IIE-LibD/libd.git	True	i	t
ICSE-2017-30	Analysis and testing of notifications in Android wear applications.				
ICSE-2017-31	Adaptive unpacking of Android apps.	https://sites.google.com/site/packergrind	True	c	t
ICSE-2017-32	Performance diagnosis for inefficient loops.				
ICSE-2017-33	How do developers fix cross-project correlated bugs?: a case study on the GitHub scientific python ecosystem.	https://github.com/njuap/ICSE2017	True	o	f
ICSE-2017-34	Feedback-based debugging.	https://github.com/llmhyy/microbat	True	o	r
ICSE-2017-35	Learning syntactic program transformations from examples.	http://www.dsc.ufcg.edu.br/~spg/refazer/;https://github.com/gustavoasoares/refazer	False	i	f
ICSE-2017-36	Precise condition synthesis for program repair.	https://github.com/Adobee/ACS	True	o	f
ICSE-2017-37	Heuristically matching solution spaces of arithmetic formulas to efficiently reuse solutions.				
ICSE-2017-38	Exploring API embedding for API usages and applications.				
ICSE-2017-39	Unsupervised software-specific morphological forms inference from informal discussions.	https://se-thesaurus.appspot.com/	True	o	f
ICSE-2017-40	SPAIN: security patch analysis for binaries towards understanding the pain and pills.	http://pat.scse.ntu.edu.sg/spain/	False	o	r
ICSE-2017-41	Travioli: a dynamic analysis for detecting data-structure traversals.	https://github.com/rohanpadhye/travioli	True	i	t
ICSE-2017-42	ProEva: runtime proactive performance evaluation based on continuous-time markov chains.				
ICSE-2017-43	Glacier: transitive class immutability for Java.				
ICSE-2017-44	Challenges for static analysis of Java reflection: literature review and empirical study.	https://doi.org/10.5281/zenodo.163326;https://github.com/cwi-swat/static-analysis-reflection/tree/icse2017	False	o	r
ICSE-2017-45	Machine-learning-guided selectively unsound static analysis.				
ICSE-2017-46	How good is a security policy against real breaches?: a HIPAA case study.				
ICSE-2017-47	Adaptive coverage and operational profile-based testing for reliability improvement.	http://labsedc.isti.cnr.it/covrel2017	True	o	f
ICSE-2017-48	RADAR: a lightweight tool for requirements and architecture decision analysis.	https://ucl-badass.github.io/radar/	True	o	t
ICSE-2017-49	PEoPL: projectional editing of product lines.	http://peopl.de/icse2017	True	i	r
ICSE-2017-50	Do developers read compiler error messages?	http://go.barik.net/gazerbeams	True	o	f
ICSE-2017-51	A general framework for dynamic stub injection.				
ICSE-2017-52	An empirical study on mutation, statement and branch coverage fault revelation that avoids the unreliable clean program assumption.	https://sites.google.com/site/mikepapadakis/faults-mutants	True	c	f
ICSE-2017-53	Evaluating and improving fault localization.	https://bitbucket.org/rjust/fault-localization-data	True	o	t
ICSE-2017-54	Syntactic and semantic differencing for combinatorial models of test designs.				
ICSE-2017-55	Balancing soundness and efficiency for practical testing of configurable systems.	https://sabrinadfs.github.io/s-splat/	True	c	r
ICSE-2017-56	Automatic text input generation for mobile testing.				
ICSE-2017-57	A test-suite diagnosability metric for spectrum-based fault localization approaches.	https://github.com/aperez/evosuite	True	c	t
ICSE-2017-58	Automated transplantation and differential testing for clones.	http://web.cs.ucla.edu/~tianyi.zhang/grafter.html	False	i	f
ICSE-2017-59	Code defenders: crowdsourcing effective tests and subtle mutants with a mutation testing game.				
ICSE-2017-60	Optimizing test placement for module-level regression testing.	http://mir.cs.illinois.edu/awshi2/testoptimizer	True	o	f
ICSE-2017-61	Learning to prioritize test programs for compiler testing.	https://github.com/JunjieChen/let	True	o	f
ICSE-2017-62	What causes my test alarm?: automatic cause analysis for test alarms in system and integration testing.				
ICSE-2017-63	Symbolic model extraction for web application verification.	http://bocete.github.io/adsl/;https://github.com/Bocete/adsl	False	i	f
ICSE-2017-64	UML diagram refinement (focusing on class- and use case diagrams).	http://tinyurl.com/jz4akby	True	o	t
ICSE-2017-65	Fuzzy fine-grained code-history analysis.	http://people.cs.vt.edu/fservant/replication/17-ICSE-Servant-Jones.zip	False	c	s
ICSE-2017-66	To type or not to type: quantifying detectable bugs in JavaScript.	http://ttendency.cs.ucl.ac.uk/projects/type_study/index.html	False	i	t
ICSE-2017-67	The evolution of continuous experimentation in software product development: from data to a data-driven organization at scale.				
ICSE-2018-0	Context-aware patch generation for better automated program repair.	https://github.com/justinwm/CapGen	True	o	s
ICSE-2018-1	Towards practical program repair with on-demand candidate generation.				
ICSE-2018-4	Software protection on the go: a large-scale empirical study on mobile app obfuscation.				
ICSE-2018-5	GUILeak: tracing privacy policy claims on user input data for Android applications.	https://sites.google.com/site/uiprivacy2017/	True	o	r
ICSE-2018-6	Online app review analysis for identifying emerging issues.	https://github.com/ReMine-Lab/IDEA	True	o	f
ICSE-2018-8	Neuro-symbolic program corrector for introductory programming assignments.				
ICSE-2018-9	Automated localization for unreproducible builds.	https://reploc.bitbucket.io	True	i	t
ICSE-2018-10	Enlightened debugging.	http://www.cc.gatech.edu/~orso/software/enlighten/	True	i	t
ICSE-2018-12	Sentiment analysis for software engineering: how far can we go?	https://sentiment-se.github.io/	False	i	r
ICSE-2018-13	Identifying features in forks.	https://github.com/shuiblue/INFOX	True	i	f
ASE-2017-101	EventFlowSlicer: a tool for generating realistic goal-driven GUI tests.	https://youtu.be/hw7WYz8WYVU	True	a	t
ICSE-2018-16	Semantic program repair using a reference implementation.				
ICSE-2018-17	Automated repair of mobile friendly problems in web pages.	https://github.com/USC-SQL/mfix	True	o	r
ICSE-2018-18	Static automated program repair for heap properties.	https://github.com/squaresLab/footpatch	True	i	f
ICSE-2018-21	Automated reporting of GUI design violations for mobile apps.				
ICSE-2018-22	Leveraging program analysis to reduce user-perceived latency in mobile applications.	https://softarch.usc.edu/PALOMA;https://github.com/felicitia/PALOMA	False	i	r
ICSE-2018-23	Repairing crashes in Android apps.	https://droix2017.github.io/;https://github.com/stan6/droixbench	False	c	t
ICSE-2018-24	Hybrid regression test selection.				
ICSE-2018-25	Fine-grained test minimization.	https://github.com/saltlab/Testler	True	c	r
ICSE-2018-26	FAST approaches to scalable similarity-based test case prioritization.	https://github.com/icse18-fast/FAST	True	o	f
ICSE-2018-27	Towards refactoring-aware regression test selection.	http://eclipse.org/jdt	True	i	r
ICSE-2018-28	Inheritance usage patterns in open-source systems.				
ICSE-2018-29	Almost there: a study on quasi-contributors in open source software projects.	https://doi.org/10.5281/zenodo.1154906;https://github.com/igorsteinmacher/ICSE_QuasiContributors/tree/master	False	o	f
ICSE-2018-31	To distribute or not to distribute?: why licensing bugs matter.				
ICSE-2018-32	Augusto: exploiting popular functionalities for the generation of semantic GUI tests with Oracles.	https://github.com/danydunk/Augusto	True	i	f
ICSE-2018-33	Towards optimal concolic testing.	http://sav.sutd.edu.sg/research/smartconcolic	False	o	r
ICSE-2018-34	DeepTest: automated testing of deep-neural-network-driven autonomous cars.	https://deeplearningtest.github.io/deepTest/;https://github.com/deeplearningTest/deepTest	False	i	t
ICSE-2018-35	Precise concolic unit testing of C programs using extended units and symbolic alarm filtering.				
ICSE-2018-36	Spatio-temporal context reduction: a pointer-analysis-based static approach for detecting use-after-free vulnerabilities.				
ICSE-2018-37	Program splicing.				
ICSE-2018-38	Chopped symbolic execution.	https://srg.doc.ic.ac.uk/projects/chopper/	True	o	t
ICSE-2018-39	Perses: syntax-guided program reduction.				
ICSE-2018-40	Secure coding practices in Java: challenges and vulnerabilities.	http://people.cs.vt.edu/nm8247/icse18.xlsx	True	i	t
ICSE-2018-41	EnMobile: entity-based characterization and analysis of mobile malware.	https://sites.google.com/site/entitymobile/	True	o	r
ICSE-2018-44	Does the propagation of artifact changes across tasks reflect work dependencies?				
ICSE-2018-45	Large-scale analysis of framework-specific exceptions in Android apps.	https://crashanalysis.github.io/	True	i	r
ICSE-2018-47	A large-scale empirical study on the effects of code obfuscations on Android apps and anti-malware products.				
ICSE-2018-49	DeFlaker: automatically detecting flaky tests.	https://github.com/gmu-swe/deflaker	True	c	r
ICSE-2018-50	DetReduce: minimizing Android GUI test suites for regression testing.	https://github.com/wtchoi/swifthand2	True	i	t
ICSE-2018-51	Time to clean your test objectives.	http://icse18.marcozzi.net/	False	o	f
ICSE-2018-52	Prioritizing browser environments for web application test execution.	http://webeng.kaist.ac.kr/webengpress/browser-env-prio/	True	i	r
ICSE-2018-56	Accurate and efficient refactoring detection in commit history.	https://github.com/tsantalis/RefactoringMiner	True	i	r
ICSE-2018-61	How modern news aggregators help development communities shape and share knowledge.	https://www.zenodo.org/record/1167838#.WnnlJYJG1vp	True	o	r
ICSE-2018-62	Adding sparkle to social coding: an empirical study of repository badges in the npm ecosystem.	https://github.com/CMUSTRUDEL/npm-badges	True	c	s
ICSE-2018-63	"Was my contribution fairly reviewed?": a framework to study the perception of fairness in modern code reviews.				
ICSE-2018-66	Are mutation scores correlated with real fault detection?: a large scale empirical study on the relationship between mutants and real faults.				
ICSE-2018-67	Efficient sampling of SAT solutions for testing.	https://github.com/RafaelTupynamba/quicksampler/	True	i	t
ICSE-2018-69	Understanding developers' needs on deprecation as a language feature.				
ICSE-2018-70	On the dichotomy of debugging behavior among programmers.	https://archive.org/details/debugging-replication-package	True	i	f
ICSE-2018-73	Dataflow tunneling: mining inter-request data dependencies for request-based applications.				
ICSE-2018-74	Launch-mode-aware context-sensitive activity transition analysis.				
ICSE-2018-75	UFO: predictive concurrency use-after-free detection.	https://github.com/parasol-aser/UFO	True	i	t
ICSE-2018-76	Collective program analysis.				
ICSE-2018-77	Statistical learning of API fully qualified names in code snippets of online forums.				
ICSE-2018-78	When not to comment: questions and tradeoffs with API documentation for C++ projects.	https://goo.gl/wMg3vY	True	o	r
ICSE-2018-79	Deuce: a lightweight user interface for structured editing.	http://ravichugh.github.io/sketch-n-sketch/;https://github.com/ravichugh/sketch-n-sketch	False	i	t
ICSE-2018-80	From UI design image to GUI skeleton: a neural machine translator to bootstrap mobile GUI implementation.				
ICSE-2018-81	When testing meets code review: why and how developers review tests.	https://doi.org/10.5281/zenodo.1172419	True	i	r
ICSE-2018-82	Redefining prioritization: continuous prioritization for continuous integration.				
ICSE-2018-88	Do programmers work at night or during the weekend?				
ICSE-2018-89	Multi-granular conflict and dependency analysis in software engineering based on graph transformation.	https://github.com/KristopherBorn/multiCDA	True	o	t
ICSE-2018-90	Self-hiding behavior in Android apps: detection and characterization.	http://spruce.cs.ucr.edu/SelfHiding/	False	i	f
ICSE-2018-92	ConflictJS: finding and understanding conflicts between JavaScript libraries.	https://github.com/sola-da/ConflictJS	True	i	f
ICSE-2018-93	Debugging data flows in reactive programs.	https://doi.org/10.5281/zenodo.814981	True	c	r
ICSE-2018-94	Do you remember this source code?	https://bitbucket.org/Jacob_Krueger/icse-2018-data	True	o	f
ICSE-2018-95	Inferring hierarchical motifs from execution traces.	https://github.com/saltlab/sabalan	True	o	r
ICSE-2018-97	Identifying patch correctness in test-based program repair.	https://github.com/Ultimanecat/DefectRepairing	True	o	s
ICSE-2018-98	How not to structure your database-backed web applications: a study of performance bugs in the wild.	http://hyperloop.cs.uchicago.edu/	True	i	r
ICSE-2018-99	Speedoo: prioritizing performance optimization opportunities.				
ICSE-2018-101	The evolution of requirements practices in software startups.				
ICSE-2018-102	Traceability in the wild: automatically augmenting incomplete trace links.				
ICSE-2018-103	A temporal permission analysis and enforcement framework for Android.	https://sites.google.com/view/terminator18	True	i	r
ICSE-2018-105	RFC-directed differential testing of certificate validation in SSL/TLS implementations.				
ICSE-2018-106	Symbolic verification of regular properties.				
ICSE-2018-111	Are code examples on an online Q&A forum reliable?: a study of API misuse on stack overflow.	http://web.cs.ucla.edu/~tianyi.zhang/examplecheck.html	False	o	f
ICSE-2018-113	Propagating configuration decisions with modal implication graphs.	https://github.com/FeatureIDE/FeatureIDE	True	i	f
ICSE-2018-114	A combinatorial approach for exposing off-nominal behaviors.				
ICSE-2018-115	Identifying design problems in the source code: a grounded theory.	https://ssousaleo.github.io/ICSE2018/	False	o	r
ICSE-2018-117	Deep code search.	https://github.com/guxd/deep-code-search	True	c	f
ICSE-2018-119	FaCoY: a code-to-code search engine.	https://github.com/facoy/facoy	True	o	f
ICSE-2018-120	Generalized data structure synthesis.	https://cozy.uwplse.org;https://github.com/CozySynthesizer/cozy	False	i	t
ICSE-2018-121	A graph solver for the automated generation of consistent domain-specific models.	https://github.com/viatra/VIATRA-Generator	True	c	r
ICSE-2018-122	Automatically finding bugs in a commercial cyber-physical system development tool chain with SLforge.	https://github.com/verivital/slsf_randgen/code	False	o	r
ICSE-2018-123	Context-aware conversational developer assistants.				
ICSE-2018-124	Open source barriers to entry, revisited: a sociotechnical perspective.				
ICSE-2018-125	Testing vision-based control systems using learnable evolutionary algorithms.	https://sites.google.com/site/adasexperimentsdata/	True	i	r
ICSE-2018-126	To preserve or not to preserve invalid solutions in search-based software engineering: a case study in software product lines.	https://github.com/jmguo/balanceValidity/	True	i	t
ICSE-2018-127	Nemo: multi-criteria test-suite minimization with integer nonlinear programming.	http://www.ics.uci.edu/~seal/projects/nemo/index.html;https://github.com/jwlin/Nemo	False	i	r
ICSE-2018-128	Is "better data" better than "better data miners"?: on the benefits of tuning SMOTE for defect prediction.	http://tiny.cc/smotuned;https://github.com/ai-se/Smote_tune	False	i	t
ICSE-2018-133	CCAligner: a token based large-gap clone detector.				
ICSE-2018-134	HireBuild: an automatic approach to history-driven repair of build scripts.	https://sites.google.com/site/buildfix2017/	True	o	f
ICSE-2018-135	The road to live programming: insights from the practice.	https://doi.org/10.5281/zenodo.1171117;https://github.com/JurajKubelka/ExploratoryStudyInPharo/tree/master	False	o	r
ICSE-2018-136	Assessing the threat of untracked changes in software evolution.	https://github.com/andrehora/rastreability	False	o	f
ICSE-2018-137	Programming not only by example.			o	t
ICSE-2018-138	Goal-conflict likelihood assessment based on model counting.				
ICSE-2018-140	A static verification framework for message passing in Go using behavioural types.				
ICSE-2018-141	Inferring and asserting distributed system invariants.				
ICSE-2018-142	DroidStar: callback typestates for Android classes.	https://github.com/cuplv/droidstar	True	i	t
ICSE-2018-143	Debugging with intelligence via probabilistic inference.				
ICSE-2018-144	Reducer-based construction of conditional verifiers.	https://doi.org/10.5281/zenodo.1172228	True	o	r
ASE-2017-102	ANDROFLEET: testing WiFi peer-to-peer mobile apps in the large.	https://youtu.be/gJ5_Ed7XL04	True	a	t
ASE-2017-103	FEMIR: a tool for recommending framework extension examples.	https://asaduzzamanparvez.wordpress.com/femir	True	a	t
ASE-2017-105	Opiner: an opinion search and summarization engine for APIs.	https://youtu.be/XAXpfmg5Lqs	True	a	t
ASE-2017-106	Defaultification refactoring: a tool for automatically converting Java methods to default.	http://youtu.be/YZHIy0yePh8	True	a	t
ASE-2017-107	Kobold: web usability as a service.	http://autorefactoring.lifia.info.unlp.edu.ar/;https://youtu.be/c-myYPMUh0Q	False	a	t
ICSE-2019-0	Learning to spot and refactor inconsistent method names.	https://github.com/TruX-DTF/debug-method-name	True	c	t
ICSE-2019-1	Harnessing evolution for multi-hunk program repair.				
ICSE-2019-2	On learning meaningful code changes via neural machine translation.	https://sites.google.com/view/learning-codechanges	True	i	r
ICSE-2019-3	Natural software revisited.	https://github.com/CESEL/CodeEntropyReplication	True	a	r
ICSE-2019-4	Towards automating precision studies of clone detectors.	http://www.inspectorclone.org	False	i	t
ICSE-2019-5	Leopard: identifying vulnerable code for vulnerability assessment through program metrics.	https://sites.google.com/site/leopardsite2017/	True	o	r
ICSE-2019-6	Smoke: scalable path-sensitive memory leak detection for millions of lines of code.	https://smokeml.github.io/	True	o	f
ICSE-2019-7	Reasonably-most-general clients for JavaScript library analysis.				
ICSE-2019-8	Resource-aware program analysis via online abstraction coarsening.	https://github.com/ropas/sparrow	True	o	r
ICSE-2019-9	Automated reporting of anti-patterns and decay in continuous integration.	https://doi.org/10.5281/zenodo.2566032	True	o	r
ICSE-2019-10	A system identification based Oracle for control-CPS software fault localization.				
ICSE-2019-11	ReCDroid: automatically reproducing Android application crashes from bug reports.	https://github.com/AndroidTestBugReport/ReCDroid	True	i	r
ICSE-2019-12	Mining historical test logs to predict bugs and localize faults in the test logs.				
ICSE-2019-13	Dlfinder: characterizing and detecting duplicate logging code smells.				
ICSE-2019-14	The seven sins: security smells in infrastructure as code scripts.	https://doi.org/10.6084/m9.figshare.6943316	True	o	r
ICSE-2019-15	DifFuzz: differential fuzzing for side-channel analysis.	https://github.com/isstac/diffuzz	True	o	t
ICSE-2019-16	Automatically generating precise Oracles from structured natural language specifications.	https://github.com/LASER-UMASS/Swami	True	i	t
ICSE-2019-17	The product backlog.				
ICSE-2019-18	Easy modelling and verification of unpredictable and preemptive interrupt-driven systems.				
ICSE-2019-19	Towards understanding and reasoning about Android interoperations.				
ICSE-2019-20	Zero-overhead path prediction with progressive symbolic execution.	https://hub.docker.com/r/naegling/icse19-zop2	True	i	r
ICSE-2019-21	Mimic: UI compatibility testing system for Android apps.				
ICSE-2019-22	IconIntent: automatic identification of sensitive UI widgets based on icon classification for Android apps.				
ICSE-2019-23	Practical GUI testing of Android applications via model abstraction and refinement.	https://github.com/tianxiaogu/ape	True	i	f
ICSE-2019-24	AutoTap: synthesizing and repairing trigger-action programs using LTL properties.	https://github.com/zlfben/autotap	True	i	t
ICSE-2019-25	Active inductive logic programming for code search.	https://github.com/AishwaryaSivaraman/ALICE-ILP-for-Code-Search	True	i	f
ICSE-2019-26	NL2Type: inferring JavaScript function types from natural language information.	https://github.com/sola-da/NL2Type	True	o	t
ICSE-2019-27	Analyzing and supporting adaptation of online code examples.	https://github.com/tianyi-zhang/ExampleStack-ICSE-Artifact	True	i	f
ICSE-2019-28	DockerizeMe: automatic inference of environment dependencies for python code snippets.	https://github.com/dockerizeme/dockerizeme	True	i	t
ICSE-2019-29	BugSwarm: mining and continuously growing a dataset of reproducible failures and fixes.				
ICSE-2019-30	ActionNet: vision-based workflow action recognition from programming screencasts.				
ICSE-2019-31	How C++ developers use immutability declarations: an empirical study.				
ICSE-2019-32	Latent patterns in activities: a field study of how developers manage context.	https://sarmaresearch.github.io/ICSE19-LatentPatternsInActivities/	False	o	f
ICSE-2019-33	Developer reading behavior while summarizing Java methods: size and context matters.	https://doi.org/10.5281/zenodo.2550768	True	o	t
ICSE-2019-34	Distilling neural representations of data structure manipulation using fMRI and fNIRS.	http://web.eecs.umich.edu/∼weimerw/fmri.html	False	o	f
ICSE-2019-35	FastLane: test minimization for rapidly deployed large-scale online services.				
ICSE-2019-36	Scalable approaches for test suite reduction.				
ICSE-2019-37	A framework for checking regression test selection tools.	http://cozy.ece.utexas.edu/rtscheck/	False	i	t
ICSE-2019-38	Supporting analysts by dynamic extraction and classification of requirements-related knowledge.				
ICSE-2019-39	Analysis and detection of information types of open source software issue discussions.	https://git.io/fhQTt;https://github.com/deekshaarya4/Info_Types_in_OSS_Issue_Discussions	True	o	f
ICSE-2019-40	Do developers discover new tools on the toilet?				
ICSE-2019-41	Tool choice matters: JavaScript quality assurance tools and usage outcomes in GitHub projects.				
ICSE-2019-42	Hunting for bugs in code coverage tools via randomized differential testing.				
ICSE-2019-43	Rotten green tests.				
ICSE-2019-44	VFix: value-flow-guided precise program repair for null pointer dereferences.				
ICSE-2019-45	On reliability of patch correctness assessment.	https://github.com/anonymousICSE2019/patchcorrectness	True	o	r
ICSE-2019-46	How reliable is the crowdsourced knowledge of security implementation?	https://github.com/mileschen360/Higgs	True	i	t
ICSE-2019-47	Pattern-based mining of opinions in Q&A websites.	https://pome-repo.github.io/	True	i	r
ICSE-2019-48	Detection and repair of architectural inconsistencies in Java.	https://sites.google.com/view/darcy-project/home	True	i	r
ICSE-2019-49	Could I have a stack trace to examine the dependency conflict issue?	https://github.com/skillwind/RIDDLE	True	i	f
ICSE-2019-50	Investigating the impact of multiple dependency structures on software defects.	https://github.com/cuidi34/ICSE19-Data	True	i	f
ICSE-2019-51	StoryDroid: automated generation of storyboard for Android apps.	https://sites.google.com/view/storydroid	True	o	f
ICSE-2019-52	Statistical algorithmic profiling for randomized approximate programs.	https://axprof.org/	True	i	t
ICSE-2019-53	Safe automated refactoring for intelligent parallelization of Java 8 streams.				
ICSE-2019-54	Detecting atomicity violations for event-driven Node.js applications.				
ICSE-2019-55	Parallel refinement for multi-threaded program verification.	https://github.com/yinliangze/yogar-cbmc-parallel	True	o	t
ICSE-2019-56	Mining software defects: should we consider affected releases?	https://doi.org/10.5281/zenodo.2549359	True	i	r
ICSE-2019-57	Class imbalance evolution and verification latency in just-in-time software defect prediction.	http://doi.org/10.5281/zenodo.2555695	True	o	t
ICSE-2019-58	FLOSS participants' perceptions about gender and inclusiveness: a survey.				
ICSE-2019-59	Going farther together: the impact of social capital on sustained participation in open source.	https://doi.org/10.5281/zenodo.2550931	True	o	s
ICSE-2019-60	Investigating the effects of gender bias on GitHub.	https://figshare.com/s/de8412ceac89a3687510	True	o	f
ICSE-2019-61	SLF: fuzzing without valid seed inputs.				
ICSE-2019-62	Superion: grammar-aware greybox fuzzing.	https://github.com/zhunki/Superion	True	i	f
ICSE-2019-63	Grey-box concolic testing on binary code.	https://github.com/SoftSec-KAIST/Eclipser	True	i	t
ICSE-2019-64	RESTler: stateful REST API fuzzing.				
ICSE-2019-65	Training binary classifiers as data structure invariants.				
ICSE-2019-66	Graph embedding based familial analysis of Android malware using unsupervised learning.				
ICSE-2019-67	A novel neural source code representation based on abstract syntax tree.	https://github.com/zhangj1994/astnn	True	c	t
ICSE-2019-68	A neural model for generating natural language summaries of program subroutines.	https://bit.ly/2MLSxFg;https://github.com/mcmillco/funcom	True	o	s
ICSE-2019-69	The list is the process: reliable pre-integration tracking of commits on mailing lists.	https://github.com/lfd/PaStA	True	i	f
ICSE-2019-70	Graph-based mining of in-the-wild, fine-grained, semantic code change patterns.	https://nguyenhoan.github.io/CPatMiner/index.html	True	i	t
ICSE-2019-71	Intention-based integration of software variants.	https://sites.google.com/view/incline-online/	True	o	r
ICSE-2019-72	Supporting the statistical analysis of variability models.	https://github.com/rheradio/VMStatAnal	True	o	t
ICSE-2019-73	Multifaceted automated analyses for variability-intensive embedded systems.				
ICSE-2019-74	Exposing library API misuses via mutation analysis.				
ICSE-2019-75	Pivot: learning API-device correlations to facilitate Android compatibility issue detection.	https://github.com/FICIssuePivot/Pivot	True	i	r
ICSE-2019-76	SafeCheck: safety enhancement of Java unsafe API.				
ICSE-2019-77	CTRAS: crowdsourced test report aggregation and summarization.	https://github.com/iris-42/CTRAS	True	i	f
ICSE-2019-78	iSENSE: completion-aware crowdtesting management.	https://github.com/wangjunjieISCAS/CM	True	o	f
ICSE-2019-79	How practitioners perceive coding proficiency.				
ICSE-2019-80	Socio-technical work-rate increase associates with changes in work patterns in online projects.				
ICSE-2019-81	Why do episodic volunteers stay in FLOSS communities?				
ICSE-2019-82	When code completion fails: a case study on real-world completions.	https://doi.org/10.5281/zenodo.2562249;https://github.com/VHellendoorn/Completion-Artifact/tree/0.1	True	a	t
ICSE-2019-83	Interactive production performance feedback in the IDE.	https://github.com/sealuzh/PerformanceHat	True	o	r
ICSE-2019-84	Redundant loads: a software inefficiency indicator.				
ICSE-2019-85	View-centric performance optimization for database-backed web applications.	https://hyperloop-rails.github.io/panorama/;https://github.com/hyperloop-rails/panorama-static-analyzer/	True	o	r
ICSE-2019-86	Adjust: runtime mitigation of resource abusing third-party online ads.				
ICSE-2019-87	Symbolic repairs for GR(1) specifications.	http://smlab.cs.tau.ac.il/syntech/repair/	True	c	f
ICSE-2019-88	CRADLE: cross-backend validation to detect and localize bugs in deep learning libraries.				
ICSE-2019-89	Guiding deep learning system testing using surprise adequacy.	https://github.com/coinse/sadl	True	i	f
ICSE-2019-90	FOCUS: a recommender system for mining API function calls and usage patterns.				
ICSE-2019-91	Test-driven code review: an empirical study.	https://doi.org/10.5281/zenodo.2553139	True	a	t
ICSE-2019-92	Why does code review work for open source software communities?				
ICSE-2019-93	Distance-based sampling of software configuration spaces.	https://github.com/se-passau/Distance-Based_Data	True	i	f
ICSE-2019-94	DeepPerf: performance prediction for configurable software with deep sparse neural network.	https://github.com/DeepPerf/DeepPerf	True	c	t
ICSE-2019-95	GreenBundle: an empirical study on the energy impact of bundled processing.	https://github.com/shaifulcse/GreenBundle-Data-Code	True	i	r
ICSE-2019-96	Search-based energy testing of Android.				
ICSE-2019-97	Global optimization of numerical programs via prioritized stochastic algebraic transformations.	https://seg.nju.edu.cn/eytang/numopt/	True	o	f
ICSE-2019-98	Type migration in ultra-large-scale codebases.				
ICSE-2019-99	Dynamic slicing for Android.	https://github.com/archer29m/AndroidSlicer	True	a	f
ICSE-2019-100	Recovering variable names for minified code with usage contexts.	https://mrstarrynight.github.io/JSNeat/	True	i	r
ICSE-2019-101	Gigahorse: thorough, declarative decompilation of smart contracts.	https://contract-library.com;https://library.dedaub.com/contracts/hottest	True	i	t
ICSE-2019-102	Probabilistic disassembly.				
